## created with command:
## bgzip -d -c gnomad.v2.1.1.lof_metrics.by_gene.txt.bgz | cut -f 1,2,21,24,29,30 > gnomad.v2.1.1.gene-constraints.tsv
## pLI (probability of being loss-of-function intolerant)
## pLI scores closer to one indicate more intolerance to protein-truncating variation. For a set of transcripts
## intolerant of protein-truncating variation, we suggest pLI ≥ 0.9.
##
## Observed / expected (oe)
## The constraint score shown in gnomAD is the ratio of the observed / expected (oe) number of loss-of-function variants
## in that gene. The expected counts are based on a mutational model that takes sequence context, coverage and methylation
## into account.
## Interpretation
## Observed/expected (oe) is a continuous measure of how tolerant a gene is to a certain class of variation
## (e.g. loss-of-function). When a gene has a low oe value, it is under stronger selection for that class of variation
## than a gene with a higher value. Because counts depend on gene size and sample size, the precision of the oe values
## varies a lot from one gene to the next. Therefore in addition to the oe value, we also display the 90% confidence
## interval (CI) for each of the oe values. When evaluating how constrained a gene is, it is essential to take the 90%
## CI into consideration.
## Although oe is a continuous value, we understand that it can be useful to use a threshold for certain applications. In
## particular, for the interpretation of Mendelian diseases cases, we suggest using the upper bound of the oe CI < 0.35
## as a threshold if needed. Again, ideally oe should be used as a continuous value rather than a cutoff and evaluating
## the oe 90% CI is a must.
#gene	transcript	pLI	oe_lof	oe_lof_lower	oe_lof_upper
EXOSC4	ENST00000316052	6.8017e-02	3.7777e-01	1.7100e-01	9.7600e-01
HIST2H2AB	ENST00000331128	6.1467e-01	0.0000e+00	0.0000e+00	9.7600e-01
ZYG11A	ENST00000371528	1.2573e-11	6.8378e-01	4.8800e-01	9.7600e-01
GDF2	ENST00000249598	2.4656e-03	4.9474e-01	2.7000e-01	9.7600e-01
GPR6	ENST00000275169	6.8111e-02	3.7760e-01	1.7100e-01	9.7600e-01
CCR2	ENST00000292301	2.3412e-02	4.2671e-01	2.0900e-01	9.7600e-01
CLDN15	ENST00000401528	2.3349e-02	4.2702e-01	2.0900e-01	9.7700e-01
DUOXA1	ENST00000267803	7.5867e-05	5.5985e-01	3.3600e-01	9.7700e-01
KIAA1009	ENST00000403245	1.5308e-27	7.7174e-01	6.1400e-01	9.7700e-01
HLA-DMB	ENST00000418107	2.4627e-03	4.9485e-01	2.7000e-01	9.7700e-01
RFC2	ENST00000055077	2.2054e-06	6.0300e-01	3.8500e-01	9.7700e-01
CAGE1	ENST00000502583	8.7071e-14	7.0410e-01	5.1500e-01	9.7700e-01
HRSP12	ENST00000254878	6.7892e-02	3.7800e-01	1.7100e-01	9.7700e-01
RECQL5	ENST00000317905	3.1723e-18	7.3408e-01	5.5800e-01	9.7700e-01
TIMELESS	ENST00000553532	9.8476e-35	7.9055e-01	6.4300e-01	9.7700e-01
GPAA1	ENST00000355091	5.4966e-09	6.5165e-01	4.4500e-01	9.7700e-01
SRBD1	ENST00000263736	1.6921e-20	7.4517e-01	5.7400e-01	9.7700e-01
ABCB6	ENST00000265316	8.5999e-19	7.3714e-01	5.6200e-01	9.7700e-01
OR52E8	ENST00000537935	3.8077e-01	2.0653e-01	7.2000e-02	9.7700e-01
AP000295.9	ENST00000433395	7.5527e-05	5.6023e-01	3.3700e-01	9.7800e-01
CHRND	ENST00000258385	5.4466e-09	6.5215e-01	4.4500e-01	9.7800e-01
SEC23B	ENST00000336714	6.0973e-20	7.4324e-01	5.7100e-01	9.7800e-01
SOD1	ENST00000270142	1.7730e-01	3.1088e-01	1.2600e-01	9.7800e-01
KLHL26	ENST00000300976	2.1930e-06	6.0340e-01	3.8600e-01	9.7800e-01
RFXAP	ENST00000255476	2.3275e-02	4.2738e-01	2.0900e-01	9.7800e-01
MASP1	ENST00000296280	1.2276e-11	6.8479e-01	4.8800e-01	9.7800e-01
SPTLC1	ENST00000262554	4.1945e-11	6.7906e-01	4.8100e-01	9.7800e-01
CATSPER3	ENST00000282611	7.5245e-05	5.6054e-01	3.3700e-01	9.7800e-01
SLC22A4	ENST00000200652	1.8253e-08	6.4392e-01	4.3500e-01	9.7800e-01
DPY30	ENST00000342166	1.7695e-01	3.1116e-01	1.2600e-01	9.7800e-01
SLC6A13	ENST00000343164	1.2157e-11	6.8520e-01	4.8900e-01	9.7800e-01
EMID1	ENST00000334018	6.0551e-08	6.3537e-01	4.2400e-01	9.7800e-01
GRIN3B	ENST00000234389	2.0223e-07	6.2536e-01	4.1200e-01	9.7800e-01
RSAD1	ENST00000258955	2.1726e-06	6.0406e-01	3.8600e-01	9.7900e-01
MROH7	ENST00000421030	4.8111e-24	7.6163e-01	5.9700e-01	9.7900e-01
BEND6	ENST00000370746	7.6917e-04	5.2122e-01	2.9500e-01	9.7900e-01
ZNF783	ENST00000434415	2.1732e-06	6.0405e-01	3.8600e-01	9.7900e-01
FAM3D	ENST00000358781	2.4114e-04	5.4245e-01	3.1700e-01	9.7900e-01
SHARPIN	ENST00000398712	2.3120e-05	5.7710e-01	3.5500e-01	9.7900e-01
AGPAT5	ENST00000285518	7.0782e-06	5.9163e-01	3.7100e-01	9.7900e-01
TRAF3IP2	ENST00000368761	1.6150e-09	6.5988e-01	4.5500e-01	9.7900e-01
PATL2	ENST00000434130	1.2100e-11	6.8540e-01	4.8900e-01	9.7900e-01
IQCH	ENST00000335894	1.0865e-21	7.5182e-01	5.8300e-01	9.7900e-01
TBX19	ENST00000367821	7.1102e-06	5.9129e-01	3.7100e-01	9.7900e-01
TMEM174	ENST00000296776	1.7659e-01	3.1145e-01	1.2600e-01	9.7900e-01
SFTPD	ENST00000372292	7.4927e-05	5.6090e-01	3.3700e-01	9.7900e-01
CELA1	ENST00000293636	2.3937e-04	5.4311e-01	3.1800e-01	9.8000e-01
IGFBP4	ENST00000269593	2.3057e-02	4.2847e-01	2.1000e-01	9.8000e-01
STK32A	ENST00000397936	1.9819e-07	6.2665e-01	4.1300e-01	9.8000e-01
CCKBR	ENST00000334619	2.1404e-06	6.0513e-01	3.8700e-01	9.8000e-01
MROH9	ENST00000367759	5.0853e-16	7.2273e-01	5.4000e-01	9.8000e-01
CHRNA9	ENST00000310169	7.0378e-06	5.9206e-01	3.7200e-01	9.8000e-01
SLC14A2	ENST00000255226	1.0646e-17	7.3298e-01	5.5500e-01	9.8000e-01
TCHH	ENST00000368804	4.7135e-24	7.6194e-01	5.9800e-01	9.8000e-01
CBLN1	ENST00000219197	1.7628e-01	3.1170e-01	1.2600e-01	9.8000e-01
ANXA11	ENST00000438331	4.7001e-10	6.6779e-01	4.6500e-01	9.8000e-01
PCDH12	ENST00000231484	2.8508e-13	7.0177e-01	5.1000e-01	9.8000e-01
THAP9	ENST00000302236	9.9922e-13	6.9665e-01	5.0400e-01	9.8000e-01
BBS1	ENST00000318312	3.4063e-12	6.9212e-01	4.9700e-01	9.8100e-01
GNAT2	ENST00000351050	6.9544e-06	5.9296e-01	3.7200e-01	9.8100e-01
MAP7D3	ENST00000316077	4.6062e-10	6.6879e-01	4.6600e-01	9.8100e-01
SIGLEC5	ENST00000570106	2.1234e-06	6.0571e-01	3.8700e-01	9.8100e-01
SMTNL2	ENST00000389313	2.3793e-04	5.4365e-01	3.1800e-01	9.8100e-01
TOM1L1	ENST00000575882	4.5993e-10	6.6886e-01	4.6600e-01	9.8100e-01
GALNT5	ENST00000259056	7.9311e-14	7.0726e-01	5.1700e-01	9.8100e-01
EXOC3L4	ENST00000380069	5.2374e-09	6.5430e-01	4.4700e-01	9.8100e-01
CRYGS	ENST00000392499	2.3028e-02	4.2862e-01	2.1000e-01	9.8100e-01
GAA	ENST00000302262	2.8174e-18	7.3674e-01	5.6000e-01	9.8100e-01
KNSTRN	ENST00000249776	2.1336e-06	6.0536e-01	3.8700e-01	9.8100e-01
RRP7A	ENST00000323013	2.3832e-04	5.4351e-01	3.1800e-01	9.8100e-01
CLTCL1	ENST00000263200	2.5101e-37	8.0012e-01	6.5500e-01	9.8200e-01
PTN	ENST00000348225	7.5073e-03	4.6695e-01	2.4300e-01	9.8200e-01
C15orf27	ENST00000388942	1.9439e-07	6.2790e-01	4.1400e-01	9.8200e-01
CENPU	ENST00000281453	5.7948e-08	6.3805e-01	4.2600e-01	9.8200e-01
GOLGA6L18	ENST00000559949	6.1278e-01	0.0000e+00	0.0000e+00	9.8200e-01
ABHD5	ENST00000458276	6.4201e-07	6.1754e-01	4.0100e-01	9.8200e-01
PTGER2	ENST00000245457	7.4901e-03	4.6720e-01	2.4300e-01	9.8200e-01
DNAI2	ENST00000446837	9.5317e-13	6.9843e-01	5.0500e-01	9.8200e-01
NT5C1B	ENST00000359846	4.5410e-10	6.6949e-01	4.6600e-01	9.8200e-01
MTMR7	ENST00000180173	2.2100e-14	7.1219e-01	5.2400e-01	9.8200e-01
TMEM255A	ENST00000309720	2.4035e-03	4.9731e-01	2.7100e-01	9.8200e-01
ZNF679	ENST00000421025	1.7547e-01	3.1237e-01	1.2700e-01	9.8200e-01
SVOPL	ENST00000419765	5.1844e-09	6.5486e-01	4.4700e-01	9.8200e-01
CCDC7	ENST00000362006	3.2918e-12	6.9348e-01	4.9800e-01	9.8200e-01
NPHP4	ENST00000378156	1.7430e-29	7.8155e-01	6.2600e-01	9.8300e-01
OR9I1	ENST00000302610	3.7773e-01	2.0789e-01	7.3000e-02	9.8300e-01
ARHGEF5	ENST00000056217	7.5872e-14	7.0875e-01	5.1900e-01	9.8300e-01
SEPT14	ENST00000388975	6.8701e-06	5.9388e-01	3.7300e-01	9.8300e-01
LRRFIP2	ENST00000421307	2.5833e-25	7.6890e-01	6.0600e-01	9.8300e-01
MTRR	ENST00000264668	2.1794e-14	7.1263e-01	5.2400e-01	9.8300e-01
SIGLEC5	ENST00000429354	2.0969e-06	6.0661e-01	3.8800e-01	9.8300e-01
SPINT2	ENST00000301244	7.5147e-04	5.2344e-01	2.9700e-01	9.8300e-01
RASL11B	ENST00000248706	7.4739e-03	4.6743e-01	2.4300e-01	9.8300e-01
DDX47	ENST00000358007	1.3136e-10	6.7682e-01	4.7500e-01	9.8300e-01
KLK11	ENST00000594768	7.5409e-04	5.2310e-01	2.9600e-01	9.8300e-01
NDUFB8	ENST00000299166	7.4738e-03	4.6743e-01	2.4300e-01	9.8300e-01
CYP27B1	ENST00000228606	1.9194e-07	6.2872e-01	4.1400e-01	9.8300e-01
VSIG1	ENST00000415430	2.3894e-03	4.9790e-01	2.7200e-01	9.8300e-01
HLA-DMA	ENST00000374843	2.3810e-03	4.9826e-01	2.7200e-01	9.8300e-01
MDS2	ENST00000374555	3.7737e-01	2.0805e-01	7.3000e-02	9.8400e-01
PTPN18	ENST00000175756	1.5000e-09	6.6374e-01	4.5800e-01	9.8400e-01
BPNT1	ENST00000469520	2.2279e-05	5.8007e-01	3.5700e-01	9.8400e-01
PNLDC1	ENST00000610273	2.1216e-14	7.1348e-01	5.2500e-01	9.8400e-01
C6orf47	ENST00000375911	6.6412e-02	3.8080e-01	1.7200e-01	9.8400e-01
DEPDC1B	ENST00000265036	4.4233e-10	6.7079e-01	4.6700e-01	9.8400e-01
ABHD6	ENST00000478253	2.2313e-05	5.7994e-01	3.5700e-01	9.8400e-01
GLI4	ENST00000340042	2.3726e-03	4.9862e-01	2.7200e-01	9.8400e-01
MUC19	ENST00000454784	6.2216e-32	7.8910e-01	6.3700e-01	9.8400e-01
ASS1	ENST00000372394	1.5095e-09	6.6341e-01	4.5800e-01	9.8400e-01
CEBPD	ENST00000408965	6.1219e-01	0.0000e+00	0.0000e+00	9.8400e-01
DTNBP1	ENST00000344537	6.8375e-06	5.9424e-01	3.7300e-01	9.8400e-01
PRX	ENST00000324001	2.1337e-14	7.1330e-01	5.2500e-01	9.8400e-01
TEPP	ENST00000290871	2.3190e-04	5.4596e-01	3.1900e-01	9.8500e-01
CEP290	ENST00000552810	1.0549e-60	8.3664e-01	7.1300e-01	9.8500e-01
CCDC183	ENST00000338005	1.4930e-09	6.6398e-01	4.5800e-01	9.8500e-01
EOGT	ENST00000295571	5.0380e-09	6.5644e-01	4.4800e-01	9.8500e-01
NWD1	ENST00000524140	1.4900e-26	7.7447e-01	6.1300e-01	9.8500e-01
TMED3	ENST00000299705	2.2622e-02	4.3068e-01	2.1100e-01	9.8500e-01
FMOD	ENST00000354955	2.3576e-03	4.9926e-01	2.7200e-01	9.8500e-01
ECSIT	ENST00000270517	6.7640e-06	5.9506e-01	3.7400e-01	9.8500e-01
RSPH1	ENST00000291536	2.0540e-06	6.0809e-01	3.8900e-01	9.8500e-01
METTL7B	ENST00000394252	6.6221e-02	3.8116e-01	1.7300e-01	9.8500e-01
TSPAN6	ENST00000373020	6.6079e-02	3.8144e-01	1.7300e-01	9.8500e-01
HORMAD2	ENST00000336726	7.1353e-05	5.6504e-01	3.4000e-01	9.8600e-01
PCDHA7	ENST00000525929	4.9800e-09	6.5707e-01	4.4900e-01	9.8600e-01
MUS81	ENST00000308110	8.8469e-13	7.0122e-01	5.0700e-01	9.8600e-01
CRYAA	ENST00000291554	1.7396e-01	3.1364e-01	1.2700e-01	9.8600e-01
SLC2A6	ENST00000371899	6.7106e-06	5.9567e-01	3.7400e-01	9.8600e-01
GIMAP8	ENST00000307271	7.1512e-05	5.6485e-01	3.4000e-01	9.8600e-01
OGN	ENST00000262551	7.4118e-04	5.2475e-01	2.9700e-01	9.8600e-01
ZNF823	ENST00000341191	3.7640e-01	2.0848e-01	7.3000e-02	9.8600e-01
CTD-2140B24.4	ENST00000540096	1.8638e-07	6.3061e-01	4.1500e-01	9.8600e-01
CD300LG	ENST00000317310	7.3606e-04	5.2542e-01	2.9800e-01	9.8700e-01
KDELC1	ENST00000376004	4.9115e-09	6.5783e-01	4.4900e-01	9.8700e-01
DNAAF3	ENST00000527223	5.5391e-08	6.4081e-01	4.2800e-01	9.8700e-01
PRMT7	ENST00000339507	5.5036e-15	7.2001e-01	5.3200e-01	9.8700e-01
GORAB	ENST00000367763	6.6537e-06	5.9632e-01	3.7400e-01	9.8700e-01
CMTM5	ENST00000359320	6.5782e-02	3.8201e-01	1.7300e-01	9.8700e-01
ANKRD63	ENST00000434396	3.7559e-01	2.0885e-01	7.3000e-02	9.8700e-01
AIFM3	ENST00000399167	1.9474e-14	7.1618e-01	5.2700e-01	9.8800e-01
TSPAN32	ENST00000182290	2.1686e-05	5.8224e-01	3.5800e-01	9.8800e-01
CCNG1	ENST00000340828	7.3222e-04	5.2592e-01	2.9800e-01	9.8800e-01
ZNF597	ENST00000301744	6.5558e-02	3.8245e-01	1.7300e-01	9.8800e-01
PIGG	ENST00000453061	5.4258e-15	7.2044e-01	5.3300e-01	9.8800e-01
ACTR8	ENST00000335754	5.4097e-15	7.2052e-01	5.3300e-01	9.8800e-01
NKAIN4	ENST00000370316	7.3144e-03	4.6977e-01	2.4500e-01	9.8800e-01
AAAS	ENST00000209873	2.4356e-13	7.0734e-01	5.1400e-01	9.8800e-01
FAM120AOS	ENST00000375412	2.2322e-02	4.3224e-01	2.1200e-01	9.8900e-01
SEPSECS	ENST00000382103	1.6143e-08	6.5104e-01	4.4000e-01	9.8900e-01
TSPAN33	ENST00000289407	7.0071e-05	5.6659e-01	3.4100e-01	9.8900e-01
CEACAM5	ENST00000221992	4.1625e-10	6.7378e-01	4.6900e-01	9.8900e-01
SLC31A1	ENST00000374212	6.5398e-02	3.8276e-01	1.7300e-01	9.8900e-01
MSH4	ENST00000263187	2.1195e-18	7.4301e-01	5.6400e-01	9.8900e-01
PLEKHJ1	ENST00000589097	6.5312e-02	3.8293e-01	1.7300e-01	9.8900e-01
IL1RL2	ENST00000264257	3.5370e-11	6.8661e-01	4.8600e-01	9.8900e-01
SAR1B	ENST00000402673	2.3150e-03	5.0112e-01	2.7300e-01	9.8900e-01
PNLIP	ENST00000369221	1.6040e-08	6.5141e-01	4.4000e-01	9.8900e-01
LGALS9	ENST00000395473	6.5480e-06	5.9753e-01	3.7500e-01	9.8900e-01
COMMD6	ENST00000355801	1.7236e-01	3.1499e-01	1.2800e-01	9.9000e-01
TXNRD2	ENST00000400521	3.4688e-11	6.8746e-01	4.8700e-01	9.9000e-01
CHRNE	ENST00000293780	4.7293e-09	6.5991e-01	4.5100e-01	9.9000e-01
TCTN2	ENST00000303372	1.8379e-14	7.1799e-01	5.2800e-01	9.9000e-01
PARP2	ENST00000250416	2.3289e-13	7.0891e-01	5.1600e-01	9.9000e-01
SLC22A6	ENST00000377871	5.3222e-08	6.4326e-01	4.2900e-01	9.9000e-01
ITGB2	ENST00000397850	5.0817e-15	7.2237e-01	5.3400e-01	9.9000e-01
PRSS50	ENST00000460241	2.2530e-04	5.4857e-01	3.2100e-01	9.9000e-01
CEP95	ENST00000556440	1.4612e-19	7.4942e-01	5.7300e-01	9.9000e-01
ARHGEF26	ENST00000356448	1.8567e-14	7.1768e-01	5.2800e-01	9.9000e-01
CCDC67	ENST00000298050	8.1904e-13	7.0408e-01	5.0900e-01	9.9000e-01
PKD2L2	ENST00000290431	6.6526e-14	7.1313e-01	5.2200e-01	9.9000e-01
PKDCC	ENST00000294964	2.1316e-05	5.8362e-01	3.5900e-01	9.9000e-01
TRIM22	ENST00000379965	2.1312e-05	5.8364e-01	3.5900e-01	9.9000e-01
CATSPER1	ENST00000312106	1.0080e-11	6.9304e-01	4.9400e-01	9.9000e-01
UBE3D	ENST00000369747	5.9771e-07	6.2241e-01	4.0400e-01	9.9000e-01
LACTB	ENST00000261893	1.9750e-06	6.1092e-01	3.9000e-01	9.9000e-01
AQP4	ENST00000383168	2.2919e-03	5.0215e-01	2.7400e-01	9.9100e-01
RAD18	ENST00000264926	1.5787e-08	6.5233e-01	4.4100e-01	9.9100e-01
C6orf163	ENST00000388923	7.2068e-04	5.2745e-01	2.9900e-01	9.9100e-01
LSM4	ENST00000593829	2.2117e-02	4.3333e-01	2.1200e-01	9.9100e-01
PPP1R3B	ENST00000310455	6.5025e-02	3.8350e-01	1.7400e-01	9.9100e-01
CIR1	ENST00000342016	5.3057e-08	6.4345e-01	4.3000e-01	9.9100e-01
MAPK12	ENST00000215659	5.8734e-07	6.2361e-01	4.0500e-01	9.9100e-01
GBP2	ENST00000370466	4.0322e-10	6.7534e-01	4.7000e-01	9.9100e-01
AXDND1	ENST00000367618	4.3137e-26	7.7702e-01	6.1400e-01	9.9100e-01
C1QTNF4	ENST00000302514	1.7229e-01	3.1505e-01	1.2800e-01	9.9100e-01
CD53	ENST00000271324	2.2961e-03	5.0196e-01	2.7400e-01	9.9100e-01
IFT80	ENST00000326448	1.4059e-19	7.5019e-01	5.7400e-01	9.9100e-01
SCO1	ENST00000255390	2.2337e-04	5.4935e-01	3.2100e-01	9.9100e-01
RGN	ENST00000397180	2.2123e-02	4.3330e-01	2.1200e-01	9.9100e-01
PET112	ENST00000263985	3.9989e-10	6.7575e-01	4.7000e-01	9.9200e-01
TPPP3	ENST00000564104	3.7331e-01	2.0989e-01	7.4000e-02	9.9200e-01
CHTF8	ENST00000448552	3.7324e-01	2.0992e-01	7.4000e-02	9.9200e-01
CD180	ENST00000256447	6.8420e-05	5.6863e-01	3.4200e-01	9.9200e-01
ZNF212	ENST00000335870	1.9444e-06	6.1205e-01	3.9100e-01	9.9200e-01
DCAKD	ENST00000452796	6.4871e-02	3.8380e-01	1.7400e-01	9.9200e-01
DCDC2C	ENST00000423741	7.1676e-04	5.2797e-01	2.9900e-01	9.9200e-01
NUTM2D	ENST00000412718	3.7313e-01	2.0997e-01	7.4000e-02	9.9200e-01
TLR4	ENST00000355622	4.6131e-09	6.6127e-01	4.5200e-01	9.9200e-01
PM20D2	ENST00000275072	6.8342e-05	5.6873e-01	3.4200e-01	9.9200e-01
MYO3B	ENST00000408978	2.0329e-36	8.0531e-01	6.5700e-01	9.9200e-01
ZNF264	ENST00000263095	5.8267e-07	6.2415e-01	4.0500e-01	9.9200e-01
ZNF268	ENST00000536435	6.3323e-14	7.1475e-01	5.2300e-01	9.9200e-01
C6	ENST00000263413	5.8646e-22	7.6258e-01	5.9100e-01	9.9300e-01
MUC4	ENST00000463781	2.7904e-54	8.3536e-01	7.0500e-01	9.9300e-01
IQUB	ENST00000466202	1.7274e-14	7.1992e-01	5.3000e-01	9.9300e-01
BFAR	ENST00000261658	1.5442e-08	6.5361e-01	4.4200e-01	9.9300e-01
WDR34	ENST00000372715	1.7342e-07	6.3528e-01	4.1900e-01	9.9300e-01
CRAT	ENST00000318080	9.4796e-12	6.9558e-01	4.9600e-01	9.9300e-01
FBP2	ENST00000375337	2.2129e-04	5.5020e-01	3.2200e-01	9.9300e-01
PLEKHB1	ENST00000354190	2.2133e-04	5.5019e-01	3.2200e-01	9.9300e-01
SLC15A4	ENST00000266771	1.9296e-06	6.1260e-01	3.9200e-01	9.9300e-01
KIAA0319	ENST00000378214	3.3234e-20	7.5503e-01	5.8000e-01	9.9300e-01
PPP1R1A	ENST00000257905	2.1894e-02	4.3452e-01	2.1300e-01	9.9400e-01
LPCAT2	ENST00000262134	1.1195e-10	6.8426e-01	4.8000e-01	9.9400e-01
PREPL	ENST00000409936	2.1551e-13	7.1161e-01	5.1800e-01	9.9400e-01
CPSF3L	ENST00000540437	5.9910e-14	7.1657e-01	5.2400e-01	9.9400e-01
CCDC73	ENST00000335185	4.7746e-19	7.4954e-01	5.7100e-01	9.9400e-01
GTF2H2C	ENST00000510979	2.1887e-02	4.3456e-01	2.1300e-01	9.9400e-01
LPXN	ENST00000528954	1.9089e-06	6.1338e-01	3.9200e-01	9.9400e-01
NADK	ENST00000344463	1.1284e-10	6.8389e-01	4.8000e-01	9.9400e-01
MMADHC	ENST00000428879	2.0710e-05	5.8596e-01	3.6000e-01	9.9400e-01
SNAP47	ENST00000366759	2.0687e-05	5.8605e-01	3.6100e-01	9.9400e-01
BRI3BP	ENST00000341446	6.4384e-02	3.8478e-01	1.7400e-01	9.9400e-01
ISCA1	ENST00000375991	1.7085e-01	3.1628e-01	1.2800e-01	9.9400e-01
WDFY2	ENST00000298125	1.5198e-08	6.5454e-01	4.4200e-01	9.9400e-01
CLCN1	ENST00000343257	3.2501e-20	7.5546e-01	5.8000e-01	9.9400e-01
SLC7A8	ENST00000316902	5.1068e-08	6.4579e-01	4.3100e-01	9.9400e-01
SEC11A	ENST00000268220	2.2542e-03	5.0386e-01	2.7500e-01	9.9400e-01
USE1	ENST00000263897	2.0712e-05	5.8595e-01	3.6000e-01	9.9400e-01
MARC2	ENST00000366913	2.1936e-04	5.5100e-01	3.2200e-01	9.9400e-01
BRAT1	ENST00000340611	7.4316e-13	7.0766e-01	5.1200e-01	9.9500e-01
DAGLB	ENST00000297056	2.6256e-12	7.0236e-01	5.0400e-01	9.9500e-01
MIS18A	ENST00000290130	7.0702e-03	4.7349e-01	2.4600e-01	9.9500e-01
NRM	ENST00000259953	2.1828e-02	4.3488e-01	2.1300e-01	9.9500e-01
CEP70	ENST00000264982	4.5554e-15	7.2558e-01	5.3700e-01	9.9500e-01
FAM195A	ENST00000307650	3.7190e-01	2.1054e-01	7.4000e-02	9.9500e-01
SBSN	ENST00000452271	6.2352e-06	6.0128e-01	3.7700e-01	9.9500e-01
WIBG	ENST00000408946	2.1852e-02	4.3475e-01	2.1300e-01	9.9500e-01
CEBPE	ENST00000206513	7.0769e-03	4.7339e-01	2.4600e-01	9.9500e-01
FBXO39	ENST00000321535	6.7347e-05	5.6999e-01	3.4300e-01	9.9500e-01
ZNF879	ENST00000444149	5.6652e-07	6.2608e-01	4.0700e-01	9.9500e-01
ALDH3B1	ENST00000539229	6.2437e-06	6.0117e-01	3.7700e-01	9.9500e-01
TMEM194B	ENST00000409150	5.6685e-07	6.2604e-01	4.0700e-01	9.9500e-01
OSGEPL1	ENST00000264151	6.7346e-05	5.6999e-01	3.4300e-01	9.9500e-01
CST6	ENST00000312134	3.7188e-01	2.1055e-01	7.4000e-02	9.9500e-01
GHDC	ENST00000301671	4.4358e-09	6.6342e-01	4.5300e-01	9.9500e-01
CARD14	ENST00000573882	1.2051e-19	7.5327e-01	5.7600e-01	9.9500e-01
ASPHD1	ENST00000308748	2.2416e-03	5.0443e-01	2.7500e-01	9.9600e-01
CHRNB1	ENST00000306071	5.0456e-08	6.4653e-01	4.3200e-01	9.9600e-01
WTIP	ENST00000590071	6.6719e-05	5.7079e-01	3.4300e-01	9.9600e-01
GCSAM	ENST00000484193	6.4030e-02	3.8549e-01	1.7500e-01	9.9600e-01
DCTN5	ENST00000300087	7.0514e-03	4.7379e-01	2.4700e-01	9.9600e-01
CNIH4	ENST00000465271	2.1712e-02	4.3551e-01	2.1400e-01	9.9600e-01
CRYBB1	ENST00000215939	7.0069e-04	5.3017e-01	3.0100e-01	9.9600e-01
CD1D	ENST00000368171	1.8805e-06	6.1447e-01	3.9300e-01	9.9600e-01
OLFML2A	ENST00000373580	1.2885e-09	6.7163e-01	4.6300e-01	9.9600e-01
SYDE2	ENST00000341460	2.3083e-17	7.4224e-01	5.5900e-01	9.9700e-01
KLK5	ENST00000336334	7.0149e-03	4.7436e-01	2.4700e-01	9.9700e-01
SAAL1	ENST00000524803	4.3242e-09	6.6482e-01	4.5400e-01	9.9700e-01
TMCO6	ENST00000394671	1.2724e-09	6.7228e-01	4.6400e-01	9.9700e-01
TRPT1	ENST00000394546	2.2209e-03	5.0539e-01	2.7600e-01	9.9700e-01
AKR1B1	ENST00000285930	2.0216e-05	5.8792e-01	3.6200e-01	9.9700e-01
ASMTL	ENST00000381317	1.2704e-09	6.7236e-01	4.6400e-01	9.9700e-01
FBXO2	ENST00000354287	2.1527e-04	5.5272e-01	3.2300e-01	9.9700e-01
CCL2	ENST00000225831	6.0786e-01	0.0000e+00	0.0000e+00	9.9700e-01
RFK	ENST00000376736	6.3854e-02	3.8585e-01	1.7500e-01	9.9700e-01
MMEL1	ENST00000378412	1.2441e-22	7.6824e-01	5.9700e-01	9.9700e-01
RAB8B	ENST00000321437	6.9486e-04	5.3098e-01	3.0100e-01	9.9700e-01
CCDC141	ENST00000420890	1.5924e-33	8.0258e-01	6.5000e-01	9.9700e-01
R3HCC1L	ENST00000298999	1.2632e-09	6.7266e-01	4.6400e-01	9.9700e-01
LRRC34	ENST00000446859	5.5187e-07	6.2787e-01	4.0800e-01	9.9800e-01
HADH	ENST00000603302	6.5638e-05	5.7220e-01	3.4400e-01	9.9800e-01
CPED1	ENST00000310396	1.8689e-24	7.7635e-01	6.0900e-01	9.9800e-01
MRPS9	ENST00000258455	1.2620e-09	6.7271e-01	4.6400e-01	9.9800e-01
SYCP2L	ENST00000283141	3.0127e-23	7.7141e-01	6.0200e-01	9.9800e-01
TMEM68	ENST00000334667	6.9895e-03	4.7476e-01	2.4700e-01	9.9800e-01
STK32B	ENST00000282908	4.9116e-08	6.4818e-01	4.3300e-01	9.9800e-01
SEPHS2	ENST00000500504	2.2195e-03	5.0546e-01	2.7600e-01	9.9800e-01
LIPA	ENST00000336233	5.5320e-07	6.2771e-01	4.0800e-01	9.9800e-01
KIAA1614	ENST00000367588	1.1531e-15	7.3182e-01	5.4400e-01	9.9800e-01
RNF217	ENST00000359704	2.0177e-05	5.8807e-01	3.6200e-01	9.9800e-01
CCDC19	ENST00000368099	5.5417e-14	7.1911e-01	5.2600e-01	9.9800e-01
MED6	ENST00000256379	6.5981e-05	5.7175e-01	3.4400e-01	9.9800e-01
RPLP1	ENST00000260379	3.7039e-01	2.1124e-01	7.4000e-02	9.9800e-01
TTC30A	ENST00000355689	5.4588e-07	6.2862e-01	4.0800e-01	9.9900e-01
DDX51	ENST00000397333	8.6133e-12	6.9952e-01	4.9900e-01	9.9900e-01
CHAD	ENST00000508540	6.9766e-03	4.7497e-01	2.4700e-01	9.9900e-01
TMPRSS11F	ENST00000356291	1.2382e-09	6.7369e-01	4.6500e-01	9.9900e-01
EXD3	ENST00000340951	2.9843e-16	7.3687e-01	5.5000e-01	9.9900e-01
TRPM5	ENST00000155858	4.4415e-22	7.6742e-01	5.9500e-01	9.9900e-01
